order_id,item_id,product_id,quantity,list_price,discount,sales,product_name
389,1,2,1,749.99,0.07,749.92,Ritchey Timberwolf Frameset - 2016
389,2,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016
389,3,10,2,1549,0.05,3097.95,Surly Straggler - 2016
389,4,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
389,5,9,1,2999.99,0.2,2999.79,Trek Conduit+ - 2016
390,1,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
390,2,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016
390,3,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
391,1,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016
391,2,5,2,1320.99,0.2,2641.78,Heller Shagamaw Frame - 2016
391,3,24,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
392,1,14,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
392,2,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016
393,1,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016
394,1,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
394,2,16,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016
394,3,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
395,1,14,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
396,1,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
396,2,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016
396,3,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
397,1,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016
398,1,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
398,2,18,2,449,0.05,897.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
398,3,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016
398,4,17,1,429,0.05,428.95,Pure Cycles Vine 8-Speed - 2016
399,1,25,1,499.99,0.05,499.94,Electra Townie Original 7D - 2015/2016
399,2,11,2,1680.99,0.05,3361.93,Surly Straggler 650b - 2016
399,3,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
400,1,24,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
400,2,9,1,2999.99,0.2,2999.79,Trek Conduit+ - 2016
400,3,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016
401,1,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
401,2,10,2,1549,0.2,3097.8,Surly Straggler - 2016
402,1,6,2,469.99,0.07,939.91,Surly Ice Cream Truck Frameset - 2016
402,2,5,1,1320.99,0.07,1320.92,Heller Shagamaw Frame - 2016
402,3,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
403,1,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
403,2,7,2,3999.99,0.2,7999.78,Trek Slash 8 27.5 - 2016
403,3,22,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
403,4,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016
404,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016
404,2,25,2,499.99,0.05,999.93,Electra Townie Original 7D - 2015/2016
404,3,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
405,1,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016
405,2,10,2,1549,0.1,3097.9,Surly Straggler - 2016
405,3,14,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
406,1,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
407,1,20,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - Women's - 2016
407,2,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
408,1,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
408,2,3,1,999.99,0.07,999.92,Surly Wednesday Frameset - 2016
408,3,2,2,749.99,0.07,1499.91,Ritchey Timberwolf Frameset - 2016
408,4,17,2,429,0.2,857.8,Pure Cycles Vine 8-Speed - 2016
409,1,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016
409,2,16,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
409,3,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
410,1,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016
410,2,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016
410,3,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
411,1,2,1,749.99,0.07,749.92,Ritchey Timberwolf Frameset - 2016
411,2,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
412,1,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016
412,2,24,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
412,3,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
413,1,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
413,2,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016
413,3,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016
414,1,4,2,2899.99,0.1,5799.88,Trek Fuel EX 8 29 - 2016
415,1,3,1,999.99,0.07,999.92,Surly Wednesday Frameset - 2016
415,2,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
415,3,5,1,1320.99,0.2,1320.79,Heller Shagamaw Frame - 2016
415,4,6,2,469.99,0.05,939.93,Surly Ice Cream Truck Frameset - 2016
416,1,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
416,2,14,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
416,3,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
417,1,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
417,2,6,2,469.99,0.07,939.91,Surly Ice Cream Truck Frameset - 2016
418,1,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
418,2,20,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - Women's - 2016
419,1,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
420,1,17,2,429,0.2,857.8,Pure Cycles Vine 8-Speed - 2016
420,2,15,2,529.99,0.1,1059.88,Electra Moto 1 - 2016
420,3,3,2,999.99,0.05,1999.93,Surly Wednesday Frameset - 2016
421,1,6,2,469.99,0.07,939.91,Surly Ice Cream Truck Frameset - 2016
421,2,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016
421,3,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016
421,4,4,1,2899.99,0.07,2899.92,Trek Fuel EX 8 29 - 2016
421,5,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
422,1,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016
423,1,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
423,2,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016
423,3,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
423,4,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
424,1,22,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
424,2,6,1,469.99,0.05,469.94,Surly Ice Cream Truck Frameset - 2016
425,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
425,2,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
425,3,19,1,449,0.05,448.95,Pure Cycles William 3-Speed - 2016
426,1,10,1,1549,0.1,1548.9,Surly Straggler - 2016
426,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
427,1,12,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
427,2,15,2,529.99,0.1,1059.88,Electra Moto 1 - 2016
427,3,26,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
428,1,5,2,1320.99,0.2,2641.78,Heller Shagamaw Frame - 2016
428,2,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
429,1,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016
429,2,4,2,2899.99,0.1,5799.88,Trek Fuel EX 8 29 - 2016
429,3,5,2,1320.99,0.05,2641.93,Heller Shagamaw Frame - 2016
429,4,6,1,469.99,0.07,469.92,Surly Ice Cream Truck Frameset - 2016
429,5,2,1,749.99,0.1,749.89,Ritchey Timberwolf Frameset - 2016
430,1,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
430,2,11,1,1680.99,0.07,1680.92,Surly Straggler 650b - 2016
430,3,4,2,2899.99,0.2,5799.78,Trek Fuel EX 8 29 - 2016
430,4,13,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016
430,5,8,1,1799.99,0.2,1799.79,Trek Remedy 29 Carbon Frameset - 2016
431,1,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
431,2,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
431,3,18,1,449,0.2,448.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
431,4,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
431,5,19,1,449,0.07,448.93,Pure Cycles William 3-Speed - 2016
432,1,10,2,1549,0.2,3097.8,Surly Straggler - 2016
432,2,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016
433,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
433,2,10,1,1549,0.2,1548.8,Surly Straggler - 2016
433,3,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
433,4,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
434,1,21,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
434,2,20,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - Women's - 2016
434,3,9,1,2999.99,0.2,2999.79,Trek Conduit+ - 2016
434,4,11,2,1680.99,0.07,3361.91,Surly Straggler 650b - 2016
434,5,18,2,449,0.05,897.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
435,1,22,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
435,2,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
435,3,18,1,449,0.05,448.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
436,1,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016
436,2,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
437,1,3,1,999.99,0.05,999.94,Surly Wednesday Frameset - 2016
437,2,10,1,1549,0.05,1548.95,Surly Straggler - 2016
437,3,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
438,1,4,1,2899.99,0.07,2899.92,Trek Fuel EX 8 29 - 2016
438,2,22,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
438,3,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
438,4,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
439,1,6,2,469.99,0.07,939.91,Surly Ice Cream Truck Frameset - 2016
439,2,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016
440,1,19,2,449,0.07,897.93,Pure Cycles William 3-Speed - 2016
440,2,4,2,2899.99,0.07,5799.91,Trek Fuel EX 8 29 - 2016
441,1,12,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
441,2,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
442,1,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
442,2,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
442,3,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016
443,1,5,1,1320.99,0.05,1320.94,Heller Shagamaw Frame - 2016
443,2,26,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016
444,1,22,1,269.99,0.07,269.92,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
444,2,15,2,529.99,0.07,1059.91,Electra Moto 1 - 2016
444,3,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016
444,4,16,1,599.99,0.1,599.89,Electra Townie Original 7D EQ - 2016
444,5,10,2,1549,0.2,3097.8,Surly Straggler - 2016
445,1,7,1,3999.99,0.2,3999.79,Trek Slash 8 27.5 - 2016
445,2,16,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016
445,3,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
446,1,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
446,2,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
447,1,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016
447,2,3,1,999.99,0.1,999.89,Surly Wednesday Frameset - 2016
447,3,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016
448,1,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
448,2,6,2,469.99,0.05,939.93,Surly Ice Cream Truck Frameset - 2016
449,1,17,2,429,0.05,857.95,Pure Cycles Vine 8-Speed - 2016
449,2,2,1,749.99,0.05,749.94,Ritchey Timberwolf Frameset - 2016
449,3,7,2,3999.99,0.07,7999.91,Trek Slash 8 27.5 - 2016
449,4,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
450,1,24,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
450,2,12,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
450,3,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016
451,1,14,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
452,1,11,1,1680.99,0.05,1680.94,Surly Straggler 650b - 2016
452,2,16,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
452,3,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016
452,4,8,1,1799.99,0.1,1799.89,Trek Remedy 29 Carbon Frameset - 2016
453,1,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
453,2,20,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - Women's - 2016
453,3,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
454,1,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
454,2,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
454,3,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
455,1,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
456,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016
456,2,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
457,1,24,2,549.99,0.07,1099.91,Electra Townie Original 21D - 2016
457,2,2,1,749.99,0.05,749.94,Ritchey Timberwolf Frameset - 2016
457,3,7,2,3999.99,0.1,7999.88,Trek Slash 8 27.5 - 2016
457,4,17,1,429,0.2,428.8,Pure Cycles Vine 8-Speed - 2016
458,1,2,1,749.99,0.2,749.79,Ritchey Timberwolf Frameset - 2016
458,2,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
458,3,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016
458,4,24,1,549.99,0.2,549.79,Electra Townie Original 21D - 2016
458,5,3,2,999.99,0.2,1999.78,Surly Wednesday Frameset - 2016
459,1,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016
460,1,19,1,449,0.05,448.95,Pure Cycles William 3-Speed - 2016
460,2,18,2,449,0.07,897.93,Pure Cycles Western 3-Speed - Women's - 2015/2016
460,3,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
460,4,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
461,1,16,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016
461,2,4,1,2899.99,0.2,2899.79,Trek Fuel EX 8 29 - 2016
461,3,8,2,1799.99,0.05,3599.93,Trek Remedy 29 Carbon Frameset - 2016
461,4,24,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
461,5,18,2,449,0.1,897.9,Pure Cycles Western 3-Speed - Women's - 2015/2016
462,1,12,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
463,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
464,1,7,1,3999.99,0.1,3999.89,Trek Slash 8 27.5 - 2016
465,1,6,2,469.99,0.1,939.88,Surly Ice Cream Truck Frameset - 2016
465,2,25,2,499.99,0.1,999.88,Electra Townie Original 7D - 2015/2016
466,1,19,2,449,0.2,897.8,Pure Cycles William 3-Speed - 2016
466,2,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016
466,3,7,2,3999.99,0.05,7999.93,Trek Slash 8 27.5 - 2016
466,4,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
466,5,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016
467,1,19,1,449,0.07,448.93,Pure Cycles William 3-Speed - 2016
467,2,10,1,1549,0.07,1548.93,Surly Straggler - 2016
467,3,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
467,4,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016
467,5,11,1,1680.99,0.1,1680.89,Surly Straggler 650b - 2016
468,1,19,1,449,0.1,448.9,Pure Cycles William 3-Speed - 2016
468,2,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016
468,3,10,2,1549,0.05,3097.95,Surly Straggler - 2016
468,4,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016
469,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
469,2,4,1,2899.99,0.07,2899.92,Trek Fuel EX 8 29 - 2016
469,3,15,2,529.99,0.2,1059.78,Electra Moto 1 - 2016
470,1,18,1,449,0.05,448.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
470,2,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
470,3,8,2,1799.99,0.2,3599.78,Trek Remedy 29 Carbon Frameset - 2016
471,1,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
471,2,13,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
472,1,15,1,529.99,0.1,529.89,Electra Moto 1 - 2016
472,2,21,2,269.99,0.1,539.88,Electra Cruiser 1 (24-Inch) - 2016
473,1,26,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016
474,1,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016
474,2,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016
475,1,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016
475,2,26,2,599.99,0.2,1199.78,Electra Townie Original 7D EQ - 2016
475,3,25,1,499.99,0.2,499.79,Electra Townie Original 7D - 2015/2016
476,1,22,2,269.99,0.07,539.91,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
476,2,4,2,2899.99,0.2,5799.78,Trek Fuel EX 8 29 - 2016
476,3,11,2,1680.99,0.07,3361.91,Surly Straggler 650b - 2016
476,4,20,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - Women's - 2016
477,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
477,2,10,1,1549,0.05,1548.95,Surly Straggler - 2016
478,1,21,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
479,1,26,1,599.99,0.07,599.92,Electra Townie Original 7D EQ - 2016
479,2,12,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
479,3,21,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
479,4,7,1,3999.99,0.05,3999.94,Trek Slash 8 27.5 - 2016
479,5,10,1,1549,0.2,1548.8,Surly Straggler - 2016
480,1,4,1,2899.99,0.05,2899.94,Trek Fuel EX 8 29 - 2016
480,2,15,1,529.99,0.05,529.94,Electra Moto 1 - 2016
480,3,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
481,1,13,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016
481,2,16,2,599.99,0.07,1199.91,Electra Townie Original 7D EQ - 2016
481,3,9,2,2999.99,0.1,5999.88,Trek Conduit+ - 2016
482,1,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
482,2,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
483,1,17,1,429,0.07,428.93,Pure Cycles Vine 8-Speed - 2016
484,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
484,2,24,1,549.99,0.05,549.94,Electra Townie Original 21D - 2016
484,3,9,2,2999.99,0.05,5999.93,Trek Conduit+ - 2016
484,4,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016
485,1,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
485,2,26,2,599.99,0.05,1199.93,Electra Townie Original 7D EQ - 2016
486,1,9,1,2999.99,0.07,2999.92,Trek Conduit+ - 2016
486,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
487,1,6,1,469.99,0.2,469.79,Surly Ice Cream Truck Frameset - 2016
488,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
488,2,23,2,299.99,0.05,599.93,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
488,3,22,1,269.99,0.05,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
489,1,8,2,1799.99,0.1,3599.88,Trek Remedy 29 Carbon Frameset - 2016
490,1,12,1,549.99,0.1,549.89,Electra Townie Original 21D - 2016
490,2,23,1,299.99,0.05,299.94,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
490,3,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
490,4,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
491,1,9,2,2999.99,0.2,5999.78,Trek Conduit+ - 2016
491,2,21,2,269.99,0.05,539.93,Electra Cruiser 1 (24-Inch) - 2016
491,3,15,2,529.99,0.05,1059.93,Electra Moto 1 - 2016
492,1,6,1,469.99,0.1,469.89,Surly Ice Cream Truck Frameset - 2016
492,2,22,2,269.99,0.1,539.88,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
492,3,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
493,1,15,1,529.99,0.05,529.94,Electra Moto 1 - 2016
493,2,18,2,449,0.05,897.95,Pure Cycles Western 3-Speed - Women's - 2015/2016
493,3,26,1,599.99,0.05,599.94,Electra Townie Original 7D EQ - 2016
494,1,23,1,299.99,0.1,299.89,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
495,1,22,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
495,2,9,1,2999.99,0.05,2999.94,Trek Conduit+ - 2016
496,1,23,1,299.99,0.2,299.79,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
496,2,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
496,3,21,2,269.99,0.2,539.78,Electra Cruiser 1 (24-Inch) - 2016
497,1,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
498,1,24,1,549.99,0.07,549.92,Electra Townie Original 21D - 2016
498,2,21,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
498,3,10,1,1549,0.07,1548.93,Surly Straggler - 2016
499,1,11,1,1680.99,0.2,1680.79,Surly Straggler 650b - 2016
499,2,15,1,529.99,0.07,529.92,Electra Moto 1 - 2016
499,3,14,2,269.99,0.2,539.78,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
499,4,20,2,599.99,0.1,1199.88,Electra Townie Original 7D EQ - Women's - 2016
500,1,12,2,549.99,0.05,1099.93,Electra Townie Original 21D - 2016
500,2,14,1,269.99,0.2,269.79,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
501,1,19,2,449,0.05,897.95,Pure Cycles William 3-Speed - 2016
501,2,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016
501,3,14,1,269.99,0.1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
501,4,23,2,299.99,0.07,599.91,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
502,1,13,1,269.99,0.05,269.94,Electra Cruiser 1 (24-Inch) - 2016
503,1,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
503,2,10,1,1549,0.05,1548.95,Surly Straggler - 2016
504,1,24,2,549.99,0.1,1099.88,Electra Townie Original 21D - 2016
504,2,2,2,749.99,0.05,1499.93,Ritchey Timberwolf Frameset - 2016
505,1,26,1,599.99,0.2,599.79,Electra Townie Original 7D EQ - 2016
506,1,25,1,499.99,0.1,499.89,Electra Townie Original 7D - 2015/2016
506,2,7,1,3999.99,0.07,3999.92,Trek Slash 8 27.5 - 2016
507,1,11,2,1680.99,0.05,3361.93,Surly Straggler 650b - 2016
507,2,13,2,269.99,0.07,539.91,Electra Cruiser 1 (24-Inch) - 2016
507,3,20,2,599.99,0.1,1199.88,Electra Townie Original 7D EQ - Women's - 2016
508,1,8,1,1799.99,0.05,1799.94,Trek Remedy 29 Carbon Frameset - 2016
508,2,2,2,749.99,0.05,1499.93,Ritchey Timberwolf Frameset - 2016
508,3,10,2,1549,0.05,3097.95,Surly Straggler - 2016
508,4,25,1,499.99,0.07,499.92,Electra Townie Original 7D - 2015/2016
509,1,23,2,299.99,0.2,599.78,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
509,2,4,2,2899.99,0.05,5799.93,Trek Fuel EX 8 29 - 2016
510,1,17,1,429,0.1,428.9,Pure Cycles Vine 8-Speed - 2016
511,1,22,2,269.99,0.05,539.93,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
511,2,13,1,269.99,0.1,269.89,Electra Cruiser 1 (24-Inch) - 2016
512,1,21,1,269.99,0.07,269.92,Electra Cruiser 1 (24-Inch) - 2016
513,1,7,1,3999.99,0.07,3999.92,Trek Slash 8 27.5 - 2016
513,2,13,1,269.99,0.2,269.79,Electra Cruiser 1 (24-Inch) - 2016
513,3,23,1,299.99,0.07,299.92,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
514,1,18,2,449,0.2,897.8,Pure Cycles Western 3-Speed - Women's - 2015/2016
514,2,17,2,429,0.07,857.93,Pure Cycles Vine 8-Speed - 2016
515,1,8,1,1799.99,0.07,1799.92,Trek Remedy 29 Carbon Frameset - 2016
515,2,5,1,1320.99,0.1,1320.89,Heller Shagamaw Frame - 2016
515,3,25,2,499.99,0.07,999.91,Electra Townie Original 7D - 2015/2016
515,4,6,2,469.99,0.2,939.78,Surly Ice Cream Truck Frameset - 2016
